"","Sample_ID","Sample_date","Sample_site","Water_body","Depth_m","Surface_temp","Latitude","Longitude","Year","Month","Day","DOY","Time","Sm_cladocerans","Lg_cladocerans","Cyclopoids","Calanoids","Rotifers","Nauplii","Veligers","Leptodora","TotalZP"
"1313","20170515-29-905","2017-05-15","29-905","Western Erie",9.8,13.1,41.8664,-83.1353,2017,5,15,135,2017.36712328767,5.07239827113091,1.71768236731091,28.1622569817527,97.5060740464503,61.641210742888,5.01859373450696,350.904094484119,0.999451858547439,551.021762486706
"1314","20170515-3-996","2017-05-15","3-996","Western Erie",8.5,13.89,41.4475,-82.617778,2017,5,15,135,2017.36712328767,114.595484059547,26.75449312574,549.961151751667,9.22241519276242,207.97180175333,9.37813395710438,57.7636531728203,1.39177260961413,977.038905622586
"1315","20170515-36-873","2017-05-15","36-873","Western Erie",7,14.25,41.768333,-83.300833,2017,5,15,135,2017.36712328767,4.32988331382959,31.130678866276,38.7080254389992,28.2084995256601,279.688805931228,9.68875897549448,31.3225160265239,0.492651568619888,423.569819646631
"1316","20170515-37-890","2017-05-15","37-890","Western Erie",6.7,14.36,41.7025,-83.248056,2017,5,15,135,2017.36712328767,2.60970115067062,12.237247734646,45.8281532060267,70.4302729890506,33.7210736819897,6.89763977085245,29.9297883638561,1.64478264710602,203.298659544198
"1317","20170515-8-994","2017-05-15","8-994","Western Erie",13.4,12.71,41.517778,-82.600556,2017,5,15,135,2017.36712328767,5.16187471806515,7.60717597733851,51.278021824094,46.7479140493995,98.3006896164455,8.63652582300344,24.6484357555895,0,242.380637763936
"1318","20010531-14-972","2001-05-31","14-972","Western Erie",6.4,16.5,41.571667,-82.77,2001,5,31,151,2001.41095890411,7.09688277114565,62.5737732501498,366.116075718077,543.671701087371,4.69816090700295,4.19079924785288,1.65031084403285,0,989.997703825632
"1319","20010531-16-970","2001-05-31","16-970","Western Erie",9.3,16.1,41.640278,-82.765833,2001,5,31,151,2001.41095890411,5.89315998370331,95.5261570866151,447.24291740481,722.151871239826,13.9865883909523,3.02145505197475,4.01511374273693,19.3746637183008,1311.21192661892
"1320","20010531-27-918","2001-05-31","27-918","Western Erie",9.8,15.8,41.775556,-83.054722,2001,5,31,151,2001.41095890411,0.61924414350892,11.8553427188607,13.8977812689591,30.0596128350264,6.90475816783538,0.442292018686345,8.10027417128444,6.41230837455218,78.2916136987134
"1321","20010531-29-905","2001-05-31","29-905","Western Erie",9.1,16.6,41.866389,-83.135278,2001,5,31,151,2001.41095890411,2.82745474243391,164.328661824948,278.694723492217,144.507600024635,5.41453877187288,4.1866671205053,127.619503176469,0,727.579149153081
"1322","20010531-3-996","2001-05-31","3-996","Western Erie",8.1,15.7,41.4475,-82.617778,2001,5,31,151,2001.41095890411,43.6150938548514,35.6187187379619,325.142161116545,334.238528748577,53.4765797275336,12.5929507402906,0.124238626510368,4.25879431735972,809.067065869629
"1323","20010531-37-890","2001-05-31","37-890","Western Erie",6.1,16.8,41.7025,-83.248056,2001,5,31,151,2001.41095890411,1.2998733582445,142.524589697681,434.379760481478,220.296459075662,6.74644228934446,9.12877317880083,7.09238040471514,13.9457298906662,835.414008376592
"1324","20010531-8-994","2001-05-31","8-994","Western Erie",13,14.7,41.517778,-82.600556,2001,5,31,151,2001.41095890411,30.2807624425915,31.3091137765232,871.710337845693,328.024037976171,29.8448515754878,7.09409838563442,0.833348454575453,0,1299.09655045668
"1325","20010613-14-972","2001-06-13","14-972","Western Erie",6.4,20.7,41.571667,-82.77,2001,6,13,164,2001.44657534247,2.08924143977949,93.3701406804188,98.5230370047194,127.610313456143,291.425818882466,2.98490453243203,0,2.09785053410682,618.101306530066
"1326","20010613-16-970","2001-06-13","16-970","Western Erie",9.4,20.2,41.640278,-82.765833,2001,6,13,164,2001.44657534247,1.65249341270947,65.0588383435259,422.39474496773,331.129124074446,38.9816639818061,11.3736402020336,31.3951009191699,0,901.98560590142
"1327","20010613-27-918","2001-06-13","27-918","Western Erie",9.8,19.5,41.775556,-83.054722,2001,6,13,164,2001.44657534247,0.0612076086217627,32.6693776496389,11.7916232861151,30.4653977006692,45.6253818564823,0.677400365225798,7.67445191401434,13.1657830912198,142.130623471987
"1328","20010613-29-905","2001-06-13","29-905","Western Erie",9.4,15.4,41.866389,-83.135278,2001,6,13,164,2001.44657534247,0.413526311148284,15.1504344601708,4.69129357641794,13.5380824299845,13.0247382934829,0.302086700364109,80.3277849942431,6.87316602558083,134.321112791393
"1329","20010613-3-996","2001-06-13","3-996","Western Erie",7.3,21.8,41.4475,-82.617778,2001,6,13,164,2001.44657534247,13.7620547574306,261.247226386689,286.046917407056,139.887023195779,86.6555365481837,21.3399468297212,4.73487209922846,5.67321426117995,819.346791485269
"1330","20010613-36-873","2001-06-13","36-873","Western Erie",6.4,21.6,41.768333,-83.300833,2001,6,13,164,2001.44657534247,1.12789933453398,118.438753757286,214.378446828292,198.984995455939,215.963639669533,10.3688797036847,34.1198115873606,32.5153353513712,825.897761688001
"1331","20010613-8-994","2001-06-13","8-994","Western Erie",12.8,18.5,41.517778,-82.600556,2001,6,13,164,2001.44657534247,12.5278699281622,73.7404634026847,235.444314393035,433.967353762401,37.6044940361897,8.65104149863933,0.559073819296654,1.21797555961667,803.712586400026
"1332","20010627-14-972","2001-06-27","14-972","Western Erie",6.46,19.8,41.571667,-82.77,2001,6,27,178,2001.48493150685,22.5114757901358,339.894860862824,557.518743364223,106.227513363404,188.817173208185,5.63627982935688,53.1485159347857,9.15836459985926,1282.91292695277
"1333","20010627-16-970","2001-06-27","16-970","Western Erie",9.54,21,41.640278,-82.765833,2001,6,27,178,2001.48493150685,24.7817515855439,269.06452859857,213.638140598061,78.252532679245,95.02350590839,8.40530046024353,37.6905082805172,8.15403335868944,735.01030146926
"1334","20010627-27-918","2001-06-27","27-918","Western Erie",9.85,23.4,41.775556,-83.054722,2001,6,27,178,2001.48493150685,2.4285665237111,31.3041945935439,19.2602047487618,16.2839973798717,93.7217004179334,1.82828030991108,116.144846740905,8.77414639169149,289.745937106329
"1335","20010627-29-905","2001-06-27","29-905","Western Erie",9.23,22.6,41.866389,-83.135278,2001,6,27,178,2001.48493150685,0.711110224765508,33.4475004698599,24.9592187121355,18.4050220864251,50.4574023651014,1.60236524760536,419.402584780401,18.6609932740572,567.646197160351
"1336","20010627-3-996","2001-06-27","3-996","Western Erie",8,20.4,41.4475,-82.617778,2001,6,27,178,2001.48493150685,37.4249369957769,269.620477259552,345.676664417691,357.908622381808,255.425206046952,9.84088593203881,116.780665558264,0,1392.67745859208
"1337","20010627-36-873","2001-06-27","36-873","Western Erie",6.77,21.34,41.768333,-83.300833,2001,6,27,178,2001.48493150685,2.42116113346247,129.168865673671,4.16039563089264,9.91917327484074,413.851353485581,5.79100601669555,111.509523358287,0,676.82147857343
"1338","20010627-37-890","2001-06-27","37-890","Western Erie",6.15,21.5,41.7025,-83.248056,2001,6,27,178,2001.48493150685,12.7879572466578,132.116136229388,35.8057793449975,26.2358046691704,108.636390648012,9.50959630131876,34.7278547187963,0,359.819519158341
"1339","20010627-8-994","2001-06-27","8-994","Western Erie",13.23,20.7,41.517778,-82.600556,2001,6,27,178,2001.48493150685,3.90809761287728,108.903861547462,367.447434437411,569.463213426034,305.763194853636,6.06602926632891,1.72400785527827,8.41712961529729,1371.69296861433
"1340","20010713-14-972","2001-07-13","14-972","Western Erie",6.83,23.4,41.571667,-82.77,2001,7,13,194,2001.52876712329,27.6587081379593,107.452699105501,109.251163683685,211.585962287722,239.674463696069,2.02890007505381,505.456887942911,0,1203.1087849289
"1341","20010713-16-970","2001-07-13","16-970","Western Erie",10.08,22.3,41.640278,-82.765833,2001,7,13,194,2001.52876712329,0.943644793918253,28.9679960628075,43.0732553078613,65.8369380954755,150.220695097199,2.60179099817529,112.100248362802,0,403.744568718239
"1342","20010713-27-918","2001-07-13","27-918","Western Erie",10.08,23.3,41.775556,-83.054722,2001,7,13,194,2001.52876712329,15.1522564048862,165.87609500577,34.646176453085,49.0190662555468,134.307051839221,7.40280940389843,87.6515230655786,0.969913535711256,495.024891963697
"1343","20010713-29-905","2001-07-13","29-905","Western Erie",9.75,23.2,41.866389,-83.135278,2001,7,13,194,2001.52876712329,13.5356121688664,136.224338120928,33.0739168259418,7.87124005171094,159.063673324271,4.47068087380484,50.2251857504287,0,404.464647115952
"1344","20010713-3-996","2001-07-13","3-996","Western Erie",8.45,22.7,41.4475,-82.617778,2001,7,13,194,2001.52876712329,0.67716023799185,48.2563238379102,14.3208133077984,178.453776298778,152.959249131951,5.7121116640163,94.3509508284651,0,494.73038530691
"1345","20010713-36-873","2001-07-13","36-873","Western Erie",3.25,24.6,41.768333,-83.300833,2001,7,13,194,2001.52876712329,34.2987455372135,168.90922232203,114.735964141632,17.7639549068601,95.6865102591939,2.45802567120061,162.580823849484,2.79672552699293,599.229972214607
"1346","20010713-37-890","2001-07-13","37-890","Western Erie",6.5,24.2,41.7025,-83.248056,2001,7,13,194,2001.52876712329,27.349509649558,197.58104608889,47.6138184745971,10.7444358300609,109.181912376715,3.75537043899843,177.69789648814,5.40189682944484,579.325886176404
"1347","20010713-8-994","2001-07-13","8-994","Western Erie",13.98,21.6,41.517778,-82.600556,2001,7,13,194,2001.52876712329,0,137.319918126305,97.2519889384434,1328.66070869834,116.973619295234,5.5476959079496,145.181534833766,0,1830.93546580004
"1348","20020607-14-972","2002-06-07","14-972","Western Erie",6.4,16.5,41.571667,-82.77,2002,6,7,158,2002.4301369863,5.12875275921117,66.2586928005673,83.1778312609949,85.1838137242241,46.9567303136549,6.8995967540217,29.9787805769517,0,323.584198189626
"1349","20020607-16-970","2002-06-07","16-970","Western Erie",9.4,16.1,41.640278,-82.765833,2002,6,7,158,2002.4301369863,3.50047317054959,16.8899021772402,53.6477748527034,139.613828048189,23.9443384711833,3.62118761745896,34.4800258698459,0,275.697530207171
"1350","20020607-27-918","2002-06-07","27-918","Western Erie",10.1,16.6,41.775556,-83.054722,2002,6,7,158,2002.4301369863,0.685994013945813,0.69124110776376,6.58546720337272,5.9646788474845,41.0644613730281,0.412660972912775,90.8206866788344,0.00976487740473392,146.234955074747
"1351","20020607-29-905","2002-06-07","29-905","Western Erie",9.4,16.6,41.866389,-83.135278,2002,6,7,158,2002.4301369863,0.674428890548598,0.100216370870351,4.03096611763129,2.76411923762377,19.9778996265501,0.326765988214959,54.6890811897012,0,82.5634774211403
"1352","20020607-3-996","2002-06-07","3-996","Western Erie",7.7,17.2,41.4475,-82.617778,2002,6,7,158,2002.4301369863,5.67742008420006,57.6678157423695,107.307829760689,81.8315298421744,86.1460270738086,6.3937441633721,105.088203913539,0,450.112570580153
"1353","20020607-36-873","2002-06-07","36-873","Western Erie",6.4,18.1,41.768333,-83.300833,2002,6,7,158,2002.4301369863,5.13939052358906,19.6219469985066,54.4335719717877,64.4764971798539,23.083828081263,6.62888166483848,461.003296771521,0.489085770362982,634.876498961723
"1354","20020607-37-890","2002-06-07","37-890","Western Erie",6.1,18,41.7025,-83.248056,2002,6,7,158,2002.4301369863,2.54852715924008,8.2787088765438,7.20325533326623,9.51043613445822,4.50745728391045,1.62333862438641,10.6965665582248,0.143362573566626,44.5116525435966
"1355","20020607-8-994","2002-06-07","8-994","Western Erie",13.3,15.6,41.517778,-82.600556,2002,6,7,158,2002.4301369863,12.4253474677647,21.5392874394829,74.8278459561305,74.9568454664053,95.4934583297095,3.94411188274727,59.4753942591148,0,342.662290801355
