"","Sample_ID","Sample_date","Sample_site","Latitude","Longitude","Project","Surface_temp","Bottom_temp","Surface_DO","Bottom_DO"
"243","20020926-1310_5m",2002-09-26,"1310_5m",41.788611,-81.213333,"LEPAS",20.6,20.6,9.9,9.7
"244","20020930-36-873",2002-09-30,"36-873",41.768333,-83.300833,"LEPAS",19.7,19.7,8.7,8.5
"245","20020930-37-890",2002-09-30,"37-890",41.7025,-83.248056,"LEPAS",20,19.3,9.2,8.7
"246","20021023-1281_5m",2002-10-23,"1281_5m",41.765278,-81.310556,"LEPAS",12.5,12.8,9.4,9.3
"247","20021024-1281_5mB",2002-10-24,"1281_5mB",41.765278,-81.310556,"LEPAS",NA,NA,NA,NA
"248","20021024-1281_5mA",2002-10-24,"1281_5mA",41.765278,-81.310556,"LEPAS",NA,NA,NA,NA
"249","20021024-1280_10m",2002-10-24,"1280_10m",41.793889,-81.310556,"LEPAS",14.2,14.4,9.2,9
"250","20030506-14-972",2003-05-06,"14-972",41.571667,-82.77,"LEPAS",14,12.1,10.3,10.3
"251","20030506-16-970",2003-05-06,"16-970",41.640278,-82.765833,"LEPAS",14.8,11.2,10.4,10.5
"252","20030506-8-994",2003-05-06,"8-994",41.517778,-82.600556,"LEPAS",12.6,10.6,11.2,10.7
"253","20030506-3-996",2003-05-06,"3-996",41.4475,-82.617778,"LEPAS",14.1,12.1,11.5,11.9
"254","20030509-1279_20m",2003-05-09,"1279_20m",41.85916667,-81.33722222,"LEPAS",6.8,5.6,12.7,12.4
"255","20030509-1280_15m",2003-05-09,"1280_15m",41.812222,-81.310556,"LEPAS",9,6.4,11.5,12.2
"256","20030509-1281_10m",2003-05-09,"1281_10m",41.750278,-81.310556,"LEPAS",9.7,7.5,10.8,11.8
"257","20030509-1281_5m",2003-05-09,"1281_5m",41.765278,-81.310556,"LEPAS",9.4,8,11.3,11.6
"258","20030509-1309_15m",2003-05-09,"1309_15m",41.858056,-81.184167,"LEPAS",NA,NA,NA,NA
"259","20030509-1310_10m",2003-05-09,"1310_10m",41.809444,41.809444,"LEPAS",8.4,6.6,11.9,12.2
"260","20030509-1310_15m",2003-05-09,"1310_15m",41.816944,-81.208889,"LEPAS",8.9,5.9,11.8,12.6
"261","20030509-1310_5m",2003-05-09,"1310_5m",41.788611,-81.213333,"LEPAS",8.9,7.5,11.5,11.9
"262","20030509-1317_20m",2003-05-09,"1317_20m",41.935,-81.145556,"LEPAS",6.3,5.5,12.8,12.2
"263","20030509-27-918",2003-05-09,"27-918",41.775556,-83.054722,"LEPAS",12.4,12.3,11,10.7
"264","20030509-29-905",2003-05-09,"29-905",41.866389,-83.135278,"LEPAS",12.6,12.4,11.4,11.1
"265","20030509-36-873",2003-05-09,"36-873",41.768333,-83.300833,"LEPAS",15,14.4,9.8,9.7
"266","20030509-37-890",2003-05-09,"37-890",41.7025,-83.248056,"LEPAS",14.2,13.8,10.1,10.2
"267","20030523-14-972",2003-05-23,"14-972",41.571667,-82.77,"LEPAS",11.5,12.1,10.6,10.7
"268","20030523-16-970",2003-05-23,"16-970",41.640278,-82.765833,"LEPAS",12.4,12.5,10.6,10.5
"269","20030523-27-918",2003-05-23,"27-918",41.775556,-83.054722,"LEPAS",13.4,13.2,9.4,9.2
"270","20030523-29-905",2003-05-23,"29-905",41.866389,-83.135278,"LEPAS",14.2,13.8,9.1,8.9
"271","20030523-36-873",2003-05-23,"36-873",41.768333,-83.300833,"LEPAS",15.3,14.2,9,9
"272","20030523-8-994",2003-05-23,"8-994",41.517778,-82.600556,"LEPAS",11.4,11.4,12.2,12.4
"273","20030523-37-890",2003-05-23,"37-890",41.7025,-83.248056,"LEPAS",14.9,14.3,8.8,8.8
"274","20030523-3-996",2003-05-23,"3-996",41.4475,-82.617778,"LEPAS",11.6,11.1,13.6,13.4
"275","20030603-14-972",2003-06-03,"14-972",41.571667,-82.77,"LEPAS",15.2,15.2,9,8.8
"276","20030603-16-970",2003-06-03,"16-970",41.640278,-82.765833,"LEPAS",15.2,15.1,9.5,9.1
"277","20030603-8-994",2003-06-03,"8-994",41.517778,-82.600556,"LEPAS",15.1,13.9,9.8,10.4
"278","20030603-3-996",2003-06-03,"3-996",41.4475,-82.617778,"LEPAS",15.8,15.4,9.4,9.2
"279","20030605-27-918",2003-06-05,"27-918",41.775556,-83.054722,"LEPAS",14.4,14.8,9.9,9.2
"280","20030605-29-905",2003-06-05,"29-905",41.866389,-83.135278,"LEPAS",14.5,14.5,9.8,9.7
"281","20030605-36-873",2003-06-05,"36-873",41.768333,-83.300833,"LEPAS",15.2,15.2,9.2,9
"282","20030605-37-890",2003-06-05,"37-890",41.7025,-83.248056,"LEPAS",15.4,15.4,9,8.9
"283","20030606-1279_20m",2003-06-06,"1279_20m",41.85916667,-81.33722222,"LEPAS",15,13.6,10.26,10.15
"284","20030606-1280_15m",2003-06-06,"1280_15m",41.812222,-81.310556,"LEPAS",14.6,14.2,10,10.07
"285","20030606-1281_10m",2003-06-06,"1281_10m",41.750278,-81.310556,"LEPAS",14.6,14.1,9.69,9.8
"286","20030606-1281_5m",2003-06-06,"1281_5m",41.765278,-81.310556,"LEPAS",14.5,14.2,10.25,10.14
"287","20030606-1308_20m",2003-06-06,"1308_20m",41.919167,-81.207222,"LEPAS",15.8,13.7,10.39,10.35
"288","20030606-1309_15m",2003-06-06,"1309_15m",41.858056,-81.184167,"LEPAS",16.2,13.9,10.23,10.18
"289","20030606-1310_10m",2003-06-06,"1310_10m",41.809444,41.809444,"LEPAS",16.3,14,10.2,9.8
"290","20030606-1310_5m",2003-06-06,"1310_5m",41.788611,-81.213333,"LEPAS",16,14.2,9.9,9.4
"291","20030606-1317_20m",2003-06-06,"1317_20m",41.935,-81.145556,"LEPAS",NA,NA,NA,NA
"292","20030606-1319_15m",2003-06-06,"1319_15m",41.841111,-81.145556,"LEPAS",NA,NA,NA,NA
"293","20030617-8-994",2003-06-17,"8-994",41.517778,-82.600556,"LEPAS",18.1,17.7,10,9.1
"294","20030618-16-970",2003-06-18,"16-970",41.640278,-82.765833,"LEPAS",18.2,17.8,9,8.3
"295","20030623-1279_20m",2003-06-23,"1279_20m",41.85916667,-81.33722222,"LEPAS",17.9,12,11.2,8.2
"296","20030623-1280_15m",2003-06-23,"1280_15m",41.812222,-81.310556,"LEPAS",18.1,13.4,10.8,8.8
"297","20030623-1281_10m",2003-06-23,"1281_10m",41.750278,-81.310556,"LEPAS",18.3,15.6,11.48,9.86
"298","20030623-1281_5m",2003-06-23,"1281_5m",41.765278,-81.310556,"LEPAS",18.7,18.2,10.9,10.89
"299","20030623-1308_20m",2003-06-23,"1308_20m",41.919167,-81.207222,"LEPAS",17.9,12.2,10.88,8.21
"300","20030623-1309_15m",2003-06-23,"1309_15m",41.858056,-81.184167,"LEPAS",18.3,13.2,11,8.6
"301","20030623-1310_10m",2003-06-23,"1310_10m",41.809444,41.809444,"LEPAS",18.7,17.3,11.2,10
"302","20030623-1310_5m",2003-06-23,"1310_5m",41.788611,-81.213333,"LEPAS",19,18.1,11.06,10.7
"303","20030624-14-972",2003-06-24,"14-972",41.571667,-82.77,"LEPAS",23.9,19.6,12,7.8
"304","20030624-3-996",2003-06-24,"3-996",41.4475,-82.617778,"LEPAS",21.1,19.2,10.4,7.9
"305","20030625-27-918",2003-06-25,"27-918",41.775556,-83.054722,"LEPAS",22,18.5,10.6,8.1
"306","20030625-29-905",2003-06-25,"29-905",41.866389,-83.135278,"LEPAS",22.4,18.5,11.9,7.8
"307","20030625-36-873",2003-06-25,"36-873",41.768333,-83.300833,"LEPAS",22.9,20.1,12.1,8.3
"308","20030625-37-890",2003-06-25,"37-890",41.7025,-83.248056,"LEPAS",24.4,19.9,11.4,7.3
"309","20030701-14-972",2003-07-01,"14-972",41.571667,-82.77,"LEPAS",21.3,18.2,8.5,7.2
"310","20030701-16-970",2003-07-01,"16-970",41.640278,-82.765833,"LEPAS",21,18.1,8.4,6.6
"311","20030701-27-918",2003-07-01,"27-918",41.775556,-83.054722,"LEPAS",22.2,20.5,8.6,7.6
"312","20030701-29-905",2003-07-01,"29-905",41.866389,-83.135278,"LEPAS",22.5,20.7,8.6,7.6
"313","20030701-36-873",2003-07-01,"36-873",41.768333,-83.300833,"LEPAS",23.3,21.6,8.5,7.3
"314","20030701-8-994",2003-07-01,"8-994",41.517778,-82.600556,"LEPAS",21.5,17.1,9.1,4.7
"315","20030701-37-890",2003-07-01,"37-890",41.7025,-83.248056,"LEPAS",22.8,21.4,9.6,8.2
"316","20030701-3-996",2003-07-01,"3-996",41.4475,-82.617778,"LEPAS",21.2,17.7,8.6,5.9
"317","20030702-1279_20m",2003-07-02,"1279_20m",41.85916667,-81.33722222,"LEPAS",22,13.1,10.3,6.1
"318","20030702-1280_15m",2003-07-02,"1280_15m",41.812222,-81.310556,"LEPAS",22.3,18.9,9.5,7.8
"319","20030702-1281_10m",2003-07-02,"1281_10m",41.750278,-81.310556,"LEPAS",22.9,20.8,9.58,8.87
"320","20030702-1281_5m",2003-07-02,"1281_5m",41.765278,-81.310556,"LEPAS",23.3,22.3,9.37,9.15
"321","20030702-1308_20m",2003-07-02,"1308_20m",41.919167,-81.207222,"LEPAS",22.2,12.7,10.08,6.6
"322","20030702-1309_15m",2003-07-02,"1309_15m",41.858056,-81.184167,"LEPAS",23.3,15.3,9.4,6.3
"323","20030702-1310_10m",2003-07-02,"1310_10m",41.809444,41.809444,"LEPAS",24.2,20.3,9.42,8.9
"324","20030702-1310_5m",2003-07-02,"1310_5m",41.788611,-81.213333,"LEPAS",24.9,22.6,9.1,8.18
"325","20030714-14-972",2003-07-14,"14-972",41.571667,-82.77,"LEPAS",23.2,21.7,8.4,6.2
"326","20030714-16-970",2003-07-14,"16-970",41.640278,-82.765833,"LEPAS",23.2,21,7.8,6.7
"327","20030714-27-918",2003-07-14,"27-918",41.775556,-83.054722,"LEPAS",24,21.9,9.2,7.2
"328","20030714-29-905",2003-07-14,"29-905",41.866389,-83.135278,"LEPAS",24.3,21.9,7.4,5.6
"329","20030714-36-873",2003-07-14,"36-873",41.768333,-83.300833,"LEPAS",24.6,23.1,6.5,6.2
"330","20030714-8-994",2003-07-14,"8-994",41.517778,-82.600556,"LEPAS",22.2,18.1,7.6,4.2
"331","20030714-37-890",2003-07-14,"37-890",41.7025,-83.248056,"LEPAS",24.5,22.8,8.2,6.9
"332","20030714-3-996",2003-07-14,"3-996",41.4475,-82.617778,"LEPAS",22.6,19.8,7.5,4.24
"333","20030727-8-994",2003-07-27,"8-994",41.517778,-82.600556,"LEPAS",NA,NA,NA,NA
"334","20030729-14-972",2003-07-29,"14-972",41.571667,-82.77,"LEPAS",21.8,21.7,7.7,7.5
"335","20030729-16-970",2003-07-29,"16-970",41.640278,-82.765833,"LEPAS",22.3,22.1,8.2,7.9
"336","20030729-27-918",2003-07-29,"27-918",41.775556,-83.054722,"LEPAS",22.3,21.6,8.6,8.2
"337","20030729-29-905",2003-07-29,"29-905",41.866389,-83.135278,"LEPAS",22.6,21.7,8.7,8
"338","20030729-36-873",2003-07-29,"36-873",41.768333,-83.300833,"LEPAS",24.2,22.5,7.3,6.8
"339","20030729-8-994",2003-07-29,"8-994",41.517778,-82.600556,"LEPAS",21.5,21.4,7.1,7.1
"340","20030729-37-890",2003-07-29,"37-890",41.7025,-83.248056,"LEPAS",24.2,22.5,9.4,7.8
"341","20030729-3-996",2003-07-29,"3-996",41.4475,-82.617778,"LEPAS",21.8,21.9,8.1,8.2
"342","20030808-1279_20m",2003-08-08,"1279_20m",41.85916667,-81.33722222,"LEPAS",22.3,21.3,9,7.7
"343","20030808-1280_15m",2003-08-08,"1280_15m",41.812222,-81.310556,"LEPAS",23.7,21.3,8.7,5.5
"344","20030808-1281_10m",2003-08-08,"1281_10m",41.750278,-81.310556,"LEPAS",24.4,22.9,8.4,7.3
"345","20030808-1281_5m",2003-08-08,"1281_5m",41.765278,-81.310556,"LEPAS",24.3,23,8,7.5
"346","20030808-1308_20m",2003-08-08,"1308_20m",41.919167,-81.207222,"LEPAS",23.6,19.8,9.3,6.8
"347","20030808-1309_15m",2003-08-08,"1309_15m",41.858056,-81.184167,"LEPAS",24.1,22.4,8.9,8.6
"348","20030808-1310_10m",2003-08-08,"1310_10m",41.809444,41.809444,"LEPAS",24.4,22.5,8.7,6.6
"349","20030808-1310_5m",2003-08-08,"1310_5m",41.788611,-81.213333,"LEPAS",24,23.4,8.6,7.7
"350","20030813-14-972",2003-08-13,"14-972",41.571667,-82.77,"LEPAS",NA,NA,NA,NA
"351","20030813-29-905",2003-08-13,"29-905",41.866389,-83.135278,"LEPAS",NA,NA,NA,NA
"352","20030815-14-972",2003-08-15,"14-972",41.571667,-82.77,"LEPAS",25.5,24.2,8.1,5.3
"353","20030815-16-970",2003-08-15,"16-970",41.640278,-82.765833,"LEPAS",25.1,24.1,7.8,6
"354","20030815-27-918",2003-08-15,"27-918",41.775556,-83.054722,"LEPAS",23.4,23.5,8.2,8.5
"355","20030815-29-905",2003-08-15,"29-905",41.866389,-83.135278,"LEPAS",23.1,23.1,8.4,7.9
"356","20030815-36-873",2003-08-15,"36-873",41.768333,-83.300833,"LEPAS",25.9,24.6,9.2,8.3
"357","20030815-8-994",2003-08-15,"8-994",41.517778,-82.600556,"LEPAS",24.8,23.5,8.1,6.2
"358","20030815-37-890",2003-08-15,"37-890",41.7025,-83.248056,"LEPAS",26,24.4,8.6,7.8
"359","20030815-3-996",2003-08-15,"3-996",41.4475,-82.617778,"LEPAS",25.6,24.4,7.9,5.9
"360","20030821-1065_15m",2003-08-21,"1065_15m",41.484722,-82.184722,"LEPAS",24.9,23.5,8.8,5.1
"361","20030821-1065_10m",2003-08-21,"1065_10m",41.4992,-82.19,"LEPAS",25.1,24.5,7.8,6.1
"362","20030821-1065_5m",2003-08-21,"1065_5m",41.47,-82.199,"LEPAS",24.9,24.7,7.2,7
"363","20030825-46-970",2003-08-25,"46-970",NA,NA,"LEPAS",NA,NA,NA,NA
"364","20030825-14-972",2003-08-25,"14-972",41.571667,-82.77,"LEPAS",24.1,24.2,7.7,7.5
"365","20030825-16-970",2003-08-25,"16-970",41.640278,-82.765833,"LEPAS",24.7,24.2,7.8,7.7
"366","20030825-27-918",2003-08-25,"27-918",41.775556,-83.054722,"LEPAS",23.9,24,7.9,7.5
"367","20030825-29-905",2003-08-25,"29-905",41.866389,-83.135278,"LEPAS",24.3,24,7.9,7.6
"368","20030825-36-873",2003-08-25,"36-873",41.768333,-83.300833,"LEPAS",24.9,24.2,7.7,7.2
"369","20030825-8-994",2003-08-25,"8-994",41.517778,-82.600556,"LEPAS",24.3,24.3,7.7,7.7
"370","20030825-37-890",2003-08-25,"37-890",41.7025,-83.248056,"LEPAS",25.2,24.2,9.5,8.1
"371","20030825-3-996",2003-08-25,"3-996",41.4475,-82.617778,"LEPAS",24.4,24.4,8.2,8.1
"372","20030903-1063_15m",2003-09-03,"1063_15m",41.567778,-82.2175,"LEPAS",25.3,23.3,10,9.1
"373","20030903-1065_10m",2003-09-03,"1065_10m",41.4992,-82.19,"LEPAS",24.2,23.1,10.4,9.1
"374","20030903-1065_5m",2003-09-03,"1065_5m",41.47,-82.199,"LEPAS",24,22.9,9.9,8.5
"375","20030904-1157_15m",2003-09-04,"1157_15m",41.566667,-81.750833,"LEPAS",22.9,22.7,7.8,7.4
"376","20030904-1166_20m",2003-09-04,"1166_20m",41.684167,-81.733889,"LEPAS",22.8,22.7,7.8,7.5
"377","20030904-1170_10m",2003-09-04,"1170_10m",41.517778,-81.734444,"LEPAS",23.3,23.2,7.5,7.2
"378","20030904-1170_7m",2003-09-04,"1170_7m",41.508889,-81.724722,"LEPAS",23.3,23.3,7.7,7.2
"379","20030909-14-972",2003-09-09,"14-972",41.571667,-82.77,"LEPAS",22.2,22.1,7.3,7.2
"380","20030909-16-970",2003-09-09,"16-970",41.640278,-82.765833,"LEPAS",22.4,22.3,7.2,7
"381","20030909-8-994",2003-09-09,"8-994",41.517778,-82.600556,"LEPAS",22.6,22.5,7.3,6.9
"382","20030909-3-996",2003-09-09,"3-996",41.4475,-82.617778,"LEPAS",22.5,22,9.9,7.5
"383","20030910-1308_20m",2003-09-10,"1308_20m",41.919167,-81.207222,"LEPAS",NA,NA,NA,NA
"384","20030910-1309_15m",2003-09-10,"1309_15m",41.858056,-81.184167,"LEPAS",NA,NA,NA,NA
"385","20030910-1310_10m",2003-09-10,"1310_10m",41.809444,41.809444,"LEPAS",NA,NA,NA,NA
"386","20030910-1310_5m",2003-09-10,"1310_5m",41.788611,-81.213333,"LEPAS",NA,NA,NA,NA
"387","20030910-1279_20m",2003-09-10,"1279_20m",41.85916667,-81.33722222,"LEPAS",22.2,21.9,10.4,9.8
"388","20030910-1280_15m",2003-09-10,"1280_15m",41.812222,-81.310556,"LEPAS",22,21.1,10.1,8.3
"389","20030910-1281_10m",2003-09-10,"1281_10m",41.750278,-81.310556,"LEPAS",21.7,20.9,9.5,7
"390","20030910-1281_5m",2003-09-10,"1281_5m",41.765278,-81.310556,"LEPAS",21.6,20.1,9,4.8
"391","20030910-1318_20m",2003-09-10,"1318_20m",41.884167,-81.145556,"LEPAS",22.6,21.7,10.5,9.7
"392","20030910-1319_15m",2003-09-10,"1319_15m",41.841111,-81.145556,"LEPAS",22.3,21.1,10.1,8.6
"393","20030910-1320_10m",2003-09-10,"1320_10m",41.823056,-81.145556,"LEPAS",22.2,20.2,9.5,6
"394","20030910-1320_5m",2003-09-10,"1320_5m",41.812222,-81.145556,"LEPAS",22.4,21.4,9.9,7.4
"395","20030910-14-972",2003-09-10,"14-972",41.571667,-82.77,"LEPAS",22.2,22.1,7.3,7.2
"396","20030910-16-970",2003-09-10,"16-970",41.640278,-82.765833,"LEPAS",22.4,22.3,7.2,7
"397","20030910-27-918",2003-09-10,"27-918",41.775556,-83.054722,"LEPAS",22.1,22.1,8.3,7.4
"398","20030910-29-905",2003-09-10,"29-905",41.866389,-83.135278,"LEPAS",22.3,21.8,9.5,8.3
"399","20030910-36-873",2003-09-10,"36-873",41.768333,-83.300833,"LEPAS",22.1,21.6,11.1,7.8
"400","20030910-8-994",2003-09-10,"8-994",41.517778,-82.600556,"LEPAS",22.6,22.5,7.3,6.9
"401","20030910-37-890",2003-09-10,"37-890",41.7025,-83.248056,"LEPAS",22.1,21.5,11.4,7.6
"402","20030924-1310_11m",2003-09-24,"1310_11m",41.809444,41.809444,"LEPAS",19.8,19.7,7.7,7.3
"403","20030924-1310_6m",2003-09-24,"1310_6m",41.788611,-81.213333,"LEPAS",19.4,18.9,8,7.8
"404","20030924-1281_10m",2003-09-24,"1281_10m",41.750278,-81.310556,"LEPAS",19.6,19.7,7.8,7.5
"405","20030924-1281_5m",2003-09-24,"1281_5m",41.765278,-81.310556,"LEPAS",19.9,19.8,8,7.8
"406","20030924-1310_10m",2003-09-24,"1310_10m",41.809444,41.809444,"LEPAS",19.8,19.7,7.7,7.3
"407","20030924-1310_5m",2003-09-24,"1310_5m",41.788611,-81.213333,"LEPAS",19.4,18.9,8,7.8
"408","20030926-8-994",2003-09-26,"8-994",41.517778,-82.600556,"LEPAS",19.7,19.9,8.2,8.2
"409","20030926-3-996",2003-09-26,"3-996",41.4475,-82.617778,"LEPAS",18.9,19.1,8.5,8.4
"410","20031003-14-972",2003-10-03,"14-972",41.571667,-82.77,"LEPAS",NA,NA,NA,NA
"411","20031003-16-970",2003-10-03,"16-970",41.640278,-82.765833,"LEPAS",NA,NA,NA,NA
"412","20031006-14-972",2003-10-06,"14-972",41.571667,-82.77,"LEPAS",14.2,13.1,9.4,9.4
"413","20031006-16-970",2003-10-06,"16-970",41.640278,-82.765833,"LEPAS",13.8,14.2,9.3,8.9
"414","20031007-27-918",2003-10-07,"27-918",41.775556,-83.054722,"LEPAS",13.1,13,9.6,9.8
"415","20031007-29-905",2003-10-07,"29-905",41.866389,-83.135278,"LEPAS",13.4,13.6,9.7,9.3
"416","20031007-36-873",2003-10-07,"36-873",41.768333,-83.300833,"LEPAS",13.1,13.7,8.9,8.9
"417","20031007-37-890",2003-10-07,"37-890",41.7025,-83.248056,"LEPAS",14.3,13.6,9.6,9
"418","20040506-1279_20m",2004-05-06,"1279_20m",41.85916667,-81.33722222,"LEPAS",10.3,8.6,13.2,12.4
"419","20040506-1280_15m",2004-05-06,"1280_15m",41.812222,-81.310556,"LEPAS",11,10.2,11.7,11.5
"420","20040506-1281_10m",2004-05-06,"1281_10m",41.750278,-81.310556,"LEPAS",11.7,11,10.9,11.25
"421","20040506-1281_5m",2004-05-06,"1281_5m",41.765278,-81.310556,"LEPAS",12.1,11.7,10.9,10.5
"422","20040506-1318_20m",2004-05-06,"1318_20m",41.884167,-81.145556,"LEPAS",8.9,7.3,13.1,12.8
"423","20040506-1319_15m",2004-05-06,"1319_15m",41.841111,-81.145556,"LEPAS",11.3,10.1,12.8,12.3
"424","20040506-1320_10m",2004-05-06,"1320_10m",41.823056,-81.145556,"LEPAS",11.8,10.9,11.7,11.5
"425","20040506-1320_5m",2004-05-06,"1320_5m",41.812222,-81.145556,"LEPAS",12.5,11.5,11.2,11.1
"426","20040506-14-972",2004-05-06,"14-972",41.571667,-82.77,"LEPAS",12.3,12.1,11.1,10.8
"427","20040506-16-970",2004-05-06,"16-970",41.640278,-82.765833,"LEPAS",11.6,11.3,11.4,11.3
"428","20040506-27-918",2004-05-06,"27-918",41.775556,-83.054722,"LEPAS",11.7,11.1,10.8,10.4
"429","20040506-29-905",2004-05-06,"29-905",41.866389,-83.135278,"LEPAS",11.6,10.5,10.8,10.8
"430","20040506-36-873",2004-05-06,"36-873",41.768333,-83.300833,"LEPAS",12.2,11.4,10.5,9.7
"431","20040506-8-994",2004-05-06,"8-994",41.517778,-82.600556,"LEPAS",11.2,10.3,11.8,12
"432","20040506-37-890",2004-05-06,"37-890",41.7025,-83.248056,"LEPAS",12.3,11.9,11,10.4
"433","20040506-3-996",2004-05-06,"3-996",41.4475,-82.617778,"LEPAS",11.7,11.6,12.1,12
"434","20040520-1279_20m",2004-05-20,"1279_20m",41.85916667,-81.33722222,"LEPAS",12.9,7.2,11.7,12.9
"435","20040520-1280_15m",2004-05-20,"1280_15m",41.812222,-81.310556,"LEPAS",15.3,8.1,11.3,11.2
"436","20040520-1281_10m",2004-05-20,"1281_10m",41.750278,-81.310556,"LEPAS",14.7,10.4,10.3,10.5
"437","20040520-1281_5m",2004-05-20,"1281_5m",41.765278,-81.310556,"LEPAS",14.6,14,10.5,10.6
"438","20040520-1310_5m",2004-05-20,"1310_5m",41.788611,-81.213333,"LEPAS",NA,NA,NA,NA
"439","20040520-1318_20m",2004-05-20,"1318_20m",41.884167,-81.145556,"LEPAS",14.3,7,11.4,12.6
"440","20040520-1319_15m",2004-05-20,"1319_15m",41.841111,-81.145556,"LEPAS",15.5,7.6,11.1,11.4
"441","20040520-1320_10m",2004-05-20,"1320_10m",41.823056,-81.145556,"LEPAS",15.6,8.8,11.1,11
"442","20040520-1320_5m",2004-05-20,"1320_5m",41.812222,-81.145556,"LEPAS",15.8,12.4,10.2,10.1
"443","20040520-14-972",2004-05-20,"14-972",41.571667,-82.77,"LEPAS",16.5,16,11,9.5
"444","20040520-16-970",2004-05-20,"16-970",41.640278,-82.765833,"LEPAS",16.2,15.5,10.8,10.9
"445","20040520-8-994",2004-05-20,"8-994",41.517778,-82.600556,"LEPAS",15.3,13.9,9.9,9.3
"446","20040520-3-996",2004-05-20,"3-996",41.4475,-82.617778,"LEPAS",15.9,14.9,11.1,12.1
"447","20040521-27-918",2004-05-21,"27-918",41.775556,-83.054722,"LEPAS",16.9,15.8,9.6,9.6
"448","20040521-29-905",2004-05-21,"29-905",41.866389,-83.135278,"LEPAS",16.7,15.9,8.9,8.2
"449","20040521-29-905B",2004-05-21,"29-905B",41.866389,-83.135278,"LEPAS",16.7,15.9,8.9,8.2
"450","20040521-36-873",2004-05-21,"36-873",41.768333,-83.300833,"LEPAS",17.5,17.2,9,9.8
"451","20040521-37-890",2004-05-21,"37-890",41.7025,-83.248056,"LEPAS",17.4,17.2,9.5,9.5
"452","20040603-1279_20m",2004-06-03,"1279_20m",41.85916667,-81.33722222,"LEPAS",16.4,9.3,15.5,13
"453","20040603-1280_15m",2004-06-03,"1280_15m",41.812222,-81.310556,"LEPAS",18.5,15.4,9.9,9.6
"454","20040603-1281_10m",2004-06-03,"1281_10m",41.750278,-81.310556,"LEPAS",19.9,18,10.2,9.5
"455","20040603-1281_5m",2004-06-03,"1281_5m",41.765278,-81.310556,"LEPAS",19.8,18.6,10.7,9.4
"456","20040603-1318_20m",2004-06-03,"1318_20m",41.884167,-81.145556,"LEPAS",NA,NA,NA,NA
"457","20040603-1319_15m",2004-06-03,"1319_15m",41.841111,-81.145556,"LEPAS",17.9,16.8,9.5,9.6
"458","20040603-1319_20m",2004-06-03,"1319_20m",41.841111,-81.145556,"LEPAS",16.7,10.5,15.3,9.2
"459","20040603-1320_10m",2004-06-03,"1320_10m",41.823056,-81.145556,"LEPAS",18.8,17.9,9.3,9
"460","20040603-1320_5m",2004-06-03,"1320_5m",41.812222,-81.145556,"LEPAS",18.8,18.3,8.7,8.7
"461","20040603-14-972",2004-06-03,"14-972",41.571667,-82.77,"LEPAS",18.9,18.1,7.5,4
"462","20040603-16-970",2004-06-03,"16-970",41.640278,-82.765833,"LEPAS",19.5,18.4,8.2,6.8
"463","20040603-27-918",2004-06-03,"27-918",41.775556,-83.054722,"LEPAS",19,16.5,11.6,9.3
"464","20040603-29-905",2004-06-03,"29-905",41.866389,-83.135278,"LEPAS",19.7,16.9,11.2,8.7
"465","20040603-29-905B",2004-06-03,"29-905B",41.866389,-83.135278,"LEPAS",19.7,16.9,11.2,8.7
"466","20040603-36-873",2004-06-03,"36-873",41.768333,-83.300833,"LEPAS",21,18.8,8.5,3.2
"467","20040603-8-994",2004-06-03,"8-994",41.517778,-82.600556,"LEPAS",16.7,16.2,9.4,8.1
"468","20040603-3-996",2004-06-03,"3-996",41.4475,-82.617778,"LEPAS",18.2,18,9,8.9
"469","20040603-37-890",2004-06-03,"37-890",41.7025,-83.248056,"LEPAS",21.4,18.4,10.6,8.1
"470","20040603-1280_5m",2004-06-03,"1280_5m",41.812222,-81.310556,"LEPAS",NA,NA,NA,NA
"471","20040618-1281_10m",2004-06-18,"1281_10m",41.750278,-81.310556,"LEPAS",22.6,21.3,NA,NA
"472","20040618-1281_5m",2004-06-18,"1281_5m",41.765278,-81.310556,"LEPAS",22.6,22,NA,NA
"473","20040624-14-972",2004-06-24,"14-972",41.571667,-82.77,"LEPAS",21.6,21.7,8.3,8.1
"474","20040624-16-970",2004-06-24,"16-970",41.640278,-82.765833,"LEPAS",21.2,21.5,8.5,8.4
"475","20040624-27-918",2004-06-24,"27-918",41.775556,-83.054722,"LEPAS",20.6,20.5,8.7,8.4
"476","20040624-29-905",2004-06-24,"29-905",41.866389,-83.135278,"LEPAS",20.5,20.4,8.8,8.6
"477","20040624-36-873",2004-06-24,"36-873",41.768333,-83.300833,"LEPAS",22.5,21.7,9.5,7.9
"478","20040624-8-994",2004-06-24,"8-994",41.517778,-82.600556,"LEPAS",21.7,21.1,8.9,8.3
"479","20040624-3-996",2004-06-24,"3-996",41.4475,-82.617778,"LEPAS",22.4,21.7,8.3,7.9
"480","20040624-37-890",2004-06-24,"37-890",41.7025,-83.248056,"LEPAS",23.1,22.1,7.8,7.9
"481","20040628-14-972",2004-06-28,"14-972",41.571667,-82.77,"LEPAS",21,21.2,8.31,8.15
"482","20040628-16-970",2004-06-28,"16-970",41.640278,-82.765833,"LEPAS",20.9,21.1,9,8.73
"483","20040628-27-918",2004-06-28,"27-918",41.775556,-83.054722,"LEPAS",19.7,19.9,9.65,7
